Account,Category,Amount,from_date,to_date,account_line_type
Telephone & Internet,Total,0.0,2023-05-01,2023-05-31,Other
Travel - National,Total,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,Total,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,Total,0.0,2023-05-01,2023-05-31,Other
Sales,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Income
Contractors,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,11 York Street Eltham,7903.21,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Superannuation,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Income
Gross Profit,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Advertising,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Bank Fees,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Client Meetings,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Depreciation,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Donations,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Office Expenses,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Subscriptions,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,11 York Street Eltham,0.0,2021-09-01,2021-09-30,Other
Sales,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Income
Contractors,19 Berrima Avenue Malvern East,270.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Superannuation,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Income
Gross Profit,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Advertising,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Bank Fees,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Client Meetings,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Depreciation,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Donations,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Office Expenses,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Subscriptions,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,19 Berrima Avenue Malvern East,0.0,2021-09-01,2021-09-30,Other
Sales,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Income
Contractors,27 Victoria St Rosanna,1812.33,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,27 Victoria St Rosanna,65.88,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Superannuation,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Income
Gross Profit,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Advertising,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Bank Fees,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Client Meetings,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Depreciation,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Donations,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Office Expenses,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Subscriptions,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,27 Victoria St Rosanna,0.0,2021-09-01,2021-09-30,Other
Sales,33 Pine Avenue Briar Hill,17000.0,2021-09-01,2021-09-30,Income
Total Trading Income,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Income
Contractors,33 Pine Avenue Briar Hill,3686.36,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,33 Pine Avenue Briar Hill,700.0,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,33 Pine Avenue Briar Hill,510.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Superannuation,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Income
Gross Profit,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Advertising,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Bank Fees,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Client Meetings,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Depreciation,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Donations,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Office Expenses,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Subscriptions,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,33 Pine Avenue Briar Hill,0.0,2021-09-01,2021-09-30,Other
Sales,385 Broad Gully Rd Diamond Creek,128877.9,2021-09-01,2021-09-30,Income
Total Trading Income,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Income
Contractors,385 Broad Gully Rd Diamond Creek,60480.62,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,385 Broad Gully Rd Diamond Creek,52885.51,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Superannuation,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Income
Gross Profit,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Advertising,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Bank Fees,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Client Meetings,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Depreciation,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Donations,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Office Expenses,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Subscriptions,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,385 Broad Gully Rd Diamond Creek,0.0,2021-09-01,2021-09-30,Other
Sales,7 Wilnua Court Briar Hill,16798.73,2021-09-01,2021-09-30,Income
Total Trading Income,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Income
Contractors,7 Wilnua Court Briar Hill,1000.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,7 Wilnua Court Briar Hill,31.45,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Superannuation,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Income
Gross Profit,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Advertising,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Bank Fees,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Client Meetings,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Depreciation,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Donations,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Office Expenses,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Subscriptions,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,7 Wilnua Court Briar Hill,0.0,2021-09-01,2021-09-30,Other
Sales,73 Sackville Street Montmorency,46553.31,2021-09-01,2021-09-30,Income
Total Trading Income,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Income
Contractors,73 Sackville Street Montmorency,4990.53,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,73 Sackville Street Montmorency,16551.04,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,73 Sackville Street Montmorency,150.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Superannuation,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Income
Gross Profit,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Advertising,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Bank Fees,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Client Meetings,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Depreciation,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Donations,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Office Expenses,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Subscriptions,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,73 Sackville Street Montmorency,0.0,2021-09-01,2021-09-30,Other
Sales,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Income
Contractors,9 Arthur Street Briar Hill,17776.17,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,9 Arthur Street Briar Hill,1699.81,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Superannuation,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Income
Gross Profit,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Advertising,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Bank Fees,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Client Meetings,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Depreciation,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Donations,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Office Expenses,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Subscriptions,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,9 Arthur Street Briar Hill,0.0,2021-09-01,2021-09-30,Other
Sales,Overheads,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,Overheads,0.0,2021-09-01,2021-09-30,Income
Contractors,Overheads,0.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,Overheads,226.75,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,Overheads,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,Overheads,-109.9,2021-09-01,2021-09-30,Other
Superannuation,Overheads,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,Overheads,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,Overheads,0.0,2021-09-01,2021-09-30,Income
Gross Profit,Overheads,0.0,2021-09-01,2021-09-30,Other
Advertising,Overheads,964.54,2021-09-01,2021-09-30,Other
Bank Fees,Overheads,13.74,2021-09-01,2021-09-30,Other
Client Meetings,Overheads,77.0,2021-09-01,2021-09-30,Other
Depreciation,Overheads,0.0,2021-09-01,2021-09-30,Other
Donations,Overheads,1500.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,Overheads,1145.91,2021-09-01,2021-09-30,Other
Office Expenses,Overheads,1927.2,2021-09-01,2021-09-30,Other
Staff Amenities,Overheads,47.26,2021-09-01,2021-09-30,Other
Subscriptions,Overheads,581.99,2021-09-01,2021-09-30,Other
Telephone & Internet,Overheads,132.13,2021-09-01,2021-09-30,Other
Total Operating Expenses,Overheads,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,Overheads,0.0,2021-09-01,2021-09-30,Other
Sales,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Income
Contractors,Two pergolas at Reichelt - Units 1 and 4,2300.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Superannuation,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Income
Gross Profit,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Advertising,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Bank Fees,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Client Meetings,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Depreciation,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Donations,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Office Expenses,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Subscriptions,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,Two pergolas at Reichelt - Units 1 and 4,0.0,2021-09-01,2021-09-30,Other
Sales,Unassigned,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,Unassigned,0.0,2021-09-01,2021-09-30,Income
Contractors,Unassigned,0.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,Unassigned,0.0,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,Unassigned,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,Unassigned,0.0,2021-09-01,2021-09-30,Other
Superannuation,Unassigned,1113.44,2021-09-01,2021-09-30,Other
Wages and Salaries,Unassigned,11134.32,2021-09-01,2021-09-30,Other
Total Cost of Sales,Unassigned,0.0,2021-09-01,2021-09-30,Income
Gross Profit,Unassigned,0.0,2021-09-01,2021-09-30,Other
Advertising,Unassigned,0.0,2021-09-01,2021-09-30,Other
Bank Fees,Unassigned,0.0,2021-09-01,2021-09-30,Other
Client Meetings,Unassigned,0.0,2021-09-01,2021-09-30,Other
Depreciation,Unassigned,1724.69,2021-09-01,2021-09-30,Other
Donations,Unassigned,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,Unassigned,0.0,2021-09-01,2021-09-30,Other
Office Expenses,Unassigned,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,Unassigned,0.0,2021-09-01,2021-09-30,Other
Subscriptions,Unassigned,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,Unassigned,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,Unassigned,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,Unassigned,0.0,2021-09-01,2021-09-30,Other
Sales,Total,0.0,2021-09-01,2021-09-30,Income
Total Trading Income,Total,0.0,2021-09-01,2021-09-30,Income
Contractors,Total,0.0,2021-09-01,2021-09-30,Cost of Sales
Cost of Goods Sold,Total,0.0,2021-09-01,2021-09-30,Cost of Sales
Hire of Equipment/Tools,Total,0.0,2021-09-01,2021-09-30,Cost of Sales
Insurance - Warranty,Total,0.0,2021-09-01,2021-09-30,Other
Superannuation,Total,0.0,2021-09-01,2021-09-30,Other
Wages and Salaries,Total,0.0,2021-09-01,2021-09-30,Other
Total Cost of Sales,Total,0.0,2021-09-01,2021-09-30,Income
Gross Profit,Total,0.0,2021-09-01,2021-09-30,Other
Advertising,Total,0.0,2021-09-01,2021-09-30,Other
Bank Fees,Total,0.0,2021-09-01,2021-09-30,Other
Client Meetings,Total,0.0,2021-09-01,2021-09-30,Other
Depreciation,Total,0.0,2021-09-01,2021-09-30,Other
Donations,Total,0.0,2021-09-01,2021-09-30,Other
Motor Vehicle Expenses,Total,0.0,2021-09-01,2021-09-30,Other
Office Expenses,Total,0.0,2021-09-01,2021-09-30,Other
Staff Amenities,Total,0.0,2021-09-01,2021-09-30,Other
Subscriptions,Total,0.0,2021-09-01,2021-09-30,Other
Telephone & Internet,Total,0.0,2021-09-01,2021-09-30,Other
Total Operating Expenses,Total,0.0,2021-09-01,2021-09-30,Operating Expenses
Net Profit,Total,0.0,2021-09-01,2021-09-30,Other
Sales,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Income
Total Trading Income,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Income
Contractors,100 Pitt Street Eltham,3381.82,2023-11-01,2023-11-30,Cost of Sales
Cost of Goods Sold,100 Pitt Street Eltham,321.18,2023-11-01,2023-11-30,Cost of Sales
Hire of Equipment/Tools,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Cost of Sales
Insurance - Warranty,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Other
License & Permits,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Other
Superannuation,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Other
Wages and Salaries,100 Pitt Street Eltham,0.0,2023-11-01,2023-11-30,Other
